"root","link","channel","lastChecked","liveliness","id","country","mbps","format","status","URI","URI_1"
42,"http://mains.vip:2086/craigg/1Lurn7m3F1/91790?checkedby:iptvcat.com","VIRGIN THREE","2020-11-09T00:00:00Z","71","640810","united kingdom","1796","sd","online",3,"united_kingdom"
43,"http://185.232.53.5:2086/arellano/kgtL965n2Y/91790?checkedby:iptvcat.com","VIRGIN THREE","2020-11-09T00:00:00Z","78","612949","united kingdom","1796","sd","online",1,"united kingdom"
43,"http://185.232.53.5:2086/arellano/kgtL965n2Y/91790?checkedby:iptvcat.com","VIRGIN THREE","2020-11-09T00:00:00Z","78","612949","united kingdom","1796","sd","online",2,"europe"
43,"http://185.232.53.5:2086/arellano/kgtL965n2Y/91790?checkedby:iptvcat.com","VIRGIN THREE","2020-11-09T00:00:00Z","78","612949","united kingdom","1796","sd","online",3,"united_kingdom"
44,"http://mains.vip:2086/craigg/1Lurn7m3F1/91789?checkedby:iptvcat.com","VIRGIN TWO","2020-11-09T00:00:00Z","100","640811","united kingdom","7004","fhd 2k","online",1,"united kingdom"
44,"http://mains.vip:2086/craigg/1Lurn7m3F1/91789?checkedby:iptvcat.com","VIRGIN TWO","2020-11-09T00:00:00Z","100","640811","united kingdom","7004","fhd 2k","online",2,"europe"
44,"http://mains.vip:2086/craigg/1Lurn7m3F1/91789?checkedby:iptvcat.com","VIRGIN TWO","2020-11-09T00:00:00Z","100","640811","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
45,"http://185.232.53.5:2086/arellano/kgtL965n2Y/91789?checkedby:iptvcat.com","VIRGIN TWO","2020-11-09T00:00:00Z","100","612950","united kingdom","7004","fhd 2k","online",1,"united kingdom"
45,"http://185.232.53.5:2086/arellano/kgtL965n2Y/91789?checkedby:iptvcat.com","VIRGIN TWO","2020-11-09T00:00:00Z","100","612950","united kingdom","7004","fhd 2k","online",2,"europe"
45,"http://185.232.53.5:2086/arellano/kgtL965n2Y/91789?checkedby:iptvcat.com","VIRGIN TWO","2020-11-09T00:00:00Z","100","612950","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
46,"http://tv.mediaxyz1.com:8000/elnica232125/je25jO1Uac/62152?checkedby:iptvcat.com","Virgin Media Three (tr)(720)","2020-11-09T00:00:00Z","14","635739","united kingdom","1796","sd","offline",1,"united kingdom"
46,"http://tv.mediaxyz1.com:8000/elnica232125/je25jO1Uac/62152?checkedby:iptvcat.com","Virgin Media Three (tr)(720)","2020-11-09T00:00:00Z","14","635739","united kingdom","1796","sd","offline",2,"europe"
46,"http://tv.mediaxyz1.com:8000/elnica232125/je25jO1Uac/62152?checkedby:iptvcat.com","Virgin Media Three (tr)(720)","2020-11-09T00:00:00Z","14","635739","united kingdom","1796","sd","offline",3,"united_kingdom"
47,"http://185.232.53.5:2086/arellano/kgtL965n2Y/72574?checkedby:iptvcat.com","W","2020-11-09T00:00:00Z","74","612951","united kingdom","7004","fhd 2k","online",1,"united kingdom"
47,"http://185.232.53.5:2086/arellano/kgtL965n2Y/72574?checkedby:iptvcat.com","W","2020-11-09T00:00:00Z","74","612951","united kingdom","7004","fhd 2k","online",2,"europe"
47,"http://185.232.53.5:2086/arellano/kgtL965n2Y/72574?checkedby:iptvcat.com","W","2020-11-09T00:00:00Z","74","612951","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
48,"http://mains.vip:2086/craigg/1Lurn7m3F1/72574?checkedby:iptvcat.com","W","2020-11-09T00:00:00Z","100","640812","united kingdom","7004","fhd 2k","online",1,"united kingdom"
48,"http://mains.vip:2086/craigg/1Lurn7m3F1/72574?checkedby:iptvcat.com","W","2020-11-09T00:00:00Z","100","640812","united kingdom","7004","fhd 2k","online",2,"europe"
48,"http://mains.vip:2086/craigg/1Lurn7m3F1/72574?checkedby:iptvcat.com","W","2020-11-09T00:00:00Z","100","640812","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
49,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99675?checkedby:iptvcat.com","W FHD","2020-11-09T00:00:00Z","100","638183","united kingdom","7004","fhd 2k","online",1,"united kingdom"
49,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99675?checkedby:iptvcat.com","W FHD","2020-11-09T00:00:00Z","100","638183","united kingdom","7004","fhd 2k","online",2,"europe"
49,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99675?checkedby:iptvcat.com","W FHD","2020-11-09T00:00:00Z","100","638183","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
50,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/234222?checkedby:iptvcat.com","SKY CRIME HD","2020-11-09T00:00:00Z","100","638213","united kingdom","5020","hd","online",1,"united kingdom"
50,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/234222?checkedby:iptvcat.com","SKY CRIME HD","2020-11-09T00:00:00Z","100","638213","united kingdom","5020","hd","online",2,"europe"
50,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/234222?checkedby:iptvcat.com","SKY CRIME HD","2020-11-09T00:00:00Z","100","638213","united kingdom","5020","hd","online",3,"united_kingdom"
51,"http://mains.vip:2086/craigg/1Lurn7m3F1/99207?checkedby:iptvcat.com","SKY DOCUMENTARIES","2020-11-10T00:00:00Z","86","640787","united kingdom","7004","fhd 2k","online",1,"united kingdom"
51,"http://mains.vip:2086/craigg/1Lurn7m3F1/99207?checkedby:iptvcat.com","SKY DOCUMENTARIES","2020-11-10T00:00:00Z","86","640787","united kingdom","7004","fhd 2k","online",2,"europe"
51,"http://mains.vip:2086/craigg/1Lurn7m3F1/99207?checkedby:iptvcat.com","SKY DOCUMENTARIES","2020-11-10T00:00:00Z","86","640787","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
52,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99207?checkedby:iptvcat.com","SKY DOCUMENTARIES","2020-11-09T00:00:00Z","100","612928","united kingdom","7004","fhd 2k","online",1,"united kingdom"
52,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99207?checkedby:iptvcat.com","SKY DOCUMENTARIES","2020-11-09T00:00:00Z","100","612928","united kingdom","7004","fhd 2k","online",2,"europe"
52,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99207?checkedby:iptvcat.com","SKY DOCUMENTARIES","2020-11-09T00:00:00Z","100","612928","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
53,"http://exodus1.eu:8080/blue123/blue123/459789?checkedby:iptvcat.com","SKY H2 HISTORY","2020-11-10T00:00:00Z","96","589108","united kingdom","1509","sd","offline",1,"united kingdom"
53,"http://exodus1.eu:8080/blue123/blue123/459789?checkedby:iptvcat.com","SKY H2 HISTORY","2020-11-10T00:00:00Z","96","589108","united kingdom","1509","sd","offline",2,"europe"
53,"http://exodus1.eu:8080/blue123/blue123/459789?checkedby:iptvcat.com","SKY H2 HISTORY","2020-11-10T00:00:00Z","96","589108","united kingdom","1509","sd","offline",3,"united_kingdom"
54,"http://mains.vip:2086/craigg/1Lurn7m3F1/98698?checkedby:iptvcat.com","SKY HISTORY","2020-11-10T00:00:00Z","86","640788","united kingdom","7004","fhd 2k","online",1,"united kingdom"
54,"http://mains.vip:2086/craigg/1Lurn7m3F1/98698?checkedby:iptvcat.com","SKY HISTORY","2020-11-10T00:00:00Z","86","640788","united kingdom","7004","fhd 2k","online",2,"europe"
54,"http://mains.vip:2086/craigg/1Lurn7m3F1/98698?checkedby:iptvcat.com","SKY HISTORY","2020-11-10T00:00:00Z","86","640788","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
55,"http://185.232.53.5:2086/arellano/kgtL965n2Y/98698?checkedby:iptvcat.com","SKY HISTORY","2020-11-09T00:00:00Z","83","612929","united kingdom","7004","fhd 2k","online",1,"united kingdom"
55,"http://185.232.53.5:2086/arellano/kgtL965n2Y/98698?checkedby:iptvcat.com","SKY HISTORY","2020-11-09T00:00:00Z","83","612929","united kingdom","7004","fhd 2k","online",2,"europe"
55,"http://185.232.53.5:2086/arellano/kgtL965n2Y/98698?checkedby:iptvcat.com","SKY HISTORY","2020-11-09T00:00:00Z","83","612929","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
56,"http://exodus1.eu:8080/blue123/blue123/459788?checkedby:iptvcat.com","SKY HISTORY","2020-11-10T00:00:00Z","96","589109","united kingdom","1509","sd","offline",1,"united kingdom"
56,"http://exodus1.eu:8080/blue123/blue123/459788?checkedby:iptvcat.com","SKY HISTORY","2020-11-10T00:00:00Z","96","589109","united kingdom","1509","sd","offline",2,"europe"
56,"http://exodus1.eu:8080/blue123/blue123/459788?checkedby:iptvcat.com","SKY HISTORY","2020-11-10T00:00:00Z","96","589109","united kingdom","1509","sd","offline",3,"united_kingdom"
57,"http://mains.vip:2086/craigg/1Lurn7m3F1/99206?checkedby:iptvcat.com","SKY NATURE","2020-11-09T00:00:00Z","100","640789","united kingdom","7004","fhd 2k","online",1,"united kingdom"
57,"http://mains.vip:2086/craigg/1Lurn7m3F1/99206?checkedby:iptvcat.com","SKY NATURE","2020-11-09T00:00:00Z","100","640789","united kingdom","7004","fhd 2k","online",2,"europe"
57,"http://mains.vip:2086/craigg/1Lurn7m3F1/99206?checkedby:iptvcat.com","SKY NATURE","2020-11-09T00:00:00Z","100","640789","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
58,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99206?checkedby:iptvcat.com","SKY NATURE","2020-11-09T00:00:00Z","88","612930","united kingdom","7004","fhd 2k","online",1,"united kingdom"
58,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99206?checkedby:iptvcat.com","SKY NATURE","2020-11-09T00:00:00Z","88","612930","united kingdom","7004","fhd 2k","online",2,"europe"
58,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99206?checkedby:iptvcat.com","SKY NATURE","2020-11-09T00:00:00Z","88","612930","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
59,"http://mains.vip:2086/craigg/1Lurn7m3F1/99466?checkedby:iptvcat.com","SKY NEWS","2020-11-09T00:00:00Z","83","640791","united kingdom","3188","hd","online",1,"united kingdom"
59,"http://mains.vip:2086/craigg/1Lurn7m3F1/99466?checkedby:iptvcat.com","SKY NEWS","2020-11-09T00:00:00Z","83","640791","united kingdom","3188","hd","online",2,"europe"
59,"http://mains.vip:2086/craigg/1Lurn7m3F1/99466?checkedby:iptvcat.com","SKY NEWS","2020-11-09T00:00:00Z","83","640791","united kingdom","3188","hd","online",3,"united_kingdom"
60,"http://mains.vip:2086/craigg/1Lurn7m3F1/98692?checkedby:iptvcat.com","SKY NEWS","2020-11-10T00:00:00Z","86","640790","united kingdom","1479","sd","online",1,"united kingdom"
60,"http://mains.vip:2086/craigg/1Lurn7m3F1/98692?checkedby:iptvcat.com","SKY NEWS","2020-11-10T00:00:00Z","86","640790","united kingdom","1479","sd","online",2,"europe"
60,"http://mains.vip:2086/craigg/1Lurn7m3F1/98692?checkedby:iptvcat.com","SKY NEWS","2020-11-10T00:00:00Z","86","640790","united kingdom","1479","sd","online",3,"united_kingdom"
61,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99466?checkedby:iptvcat.com","SKY NEWS","2020-11-09T00:00:00Z","78","612931","united kingdom","3188","hd","online",1,"united kingdom"
61,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99466?checkedby:iptvcat.com","SKY NEWS","2020-11-09T00:00:00Z","78","612931","united kingdom","3188","hd","online",2,"europe"
61,"http://185.232.53.5:2086/arellano/kgtL965n2Y/99466?checkedby:iptvcat.com","SKY NEWS","2020-11-09T00:00:00Z","78","612931","united kingdom","3188","hd","online",3,"united_kingdom"
62,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99685?checkedby:iptvcat.com","SKY NEWS FHD","2020-11-09T00:00:00Z","100","638269","united kingdom","7004","fhd 2k","online",1,"united kingdom"
62,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99685?checkedby:iptvcat.com","SKY NEWS FHD","2020-11-09T00:00:00Z","100","638269","united kingdom","7004","fhd 2k","online",2,"europe"
62,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99685?checkedby:iptvcat.com","SKY NEWS FHD","2020-11-09T00:00:00Z","100","638269","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
63,"http://exodus1.eu:8080/blue123/blue123/441400?checkedby:iptvcat.com","SKY NEWS FHD","2020-11-10T00:00:00Z","96","589058","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
63,"http://exodus1.eu:8080/blue123/blue123/441400?checkedby:iptvcat.com","SKY NEWS FHD","2020-11-10T00:00:00Z","96","589058","united kingdom","7004","fhd 2k","offline",2,"europe"
63,"http://exodus1.eu:8080/blue123/blue123/441400?checkedby:iptvcat.com","SKY NEWS FHD","2020-11-10T00:00:00Z","96","589058","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
64,"http://mains.vip:2086/craigg/1Lurn7m3F1/98687?checkedby:iptvcat.com","SKY ONE","2020-11-09T00:00:00Z","100","640792","united kingdom","5020","hd","online",1,"united kingdom"
64,"http://mains.vip:2086/craigg/1Lurn7m3F1/98687?checkedby:iptvcat.com","SKY ONE","2020-11-09T00:00:00Z","100","640792","united kingdom","5020","hd","online",2,"europe"
64,"http://mains.vip:2086/craigg/1Lurn7m3F1/98687?checkedby:iptvcat.com","SKY ONE","2020-11-09T00:00:00Z","100","640792","united kingdom","5020","hd","online",3,"united_kingdom"
65,"http://185.232.53.5:2086/arellano/kgtL965n2Y/98687?checkedby:iptvcat.com","SKY ONE","2020-11-09T00:00:00Z","83","612932","united kingdom","5020","hd","online",1,"united kingdom"
65,"http://185.232.53.5:2086/arellano/kgtL965n2Y/98687?checkedby:iptvcat.com","SKY ONE","2020-11-09T00:00:00Z","83","612932","united kingdom","5020","hd","online",2,"europe"
65,"http://185.232.53.5:2086/arellano/kgtL965n2Y/98687?checkedby:iptvcat.com","SKY ONE","2020-11-09T00:00:00Z","83","612932","united kingdom","5020","hd","online",3,"united_kingdom"
66,"http://exodus1.eu:8080/blue123/blue123/441387?checkedby:iptvcat.com","SKY ONE FHD","2020-11-09T00:00:00Z","96","589047","united kingdom","7004","fhd 2k","online",1,"united kingdom"
66,"http://exodus1.eu:8080/blue123/blue123/441387?checkedby:iptvcat.com","SKY ONE FHD","2020-11-09T00:00:00Z","96","589047","united kingdom","7004","fhd 2k","online",2,"europe"
66,"http://exodus1.eu:8080/blue123/blue123/441387?checkedby:iptvcat.com","SKY ONE FHD","2020-11-09T00:00:00Z","96","589047","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
67,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30177?checkedby:iptvcat.com","SKY ONE FHD","2020-11-10T00:00:00Z","40","638169","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
67,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30177?checkedby:iptvcat.com","SKY ONE FHD","2020-11-10T00:00:00Z","40","638169","united kingdom","7004","fhd 2k","offline",2,"europe"
67,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30177?checkedby:iptvcat.com","SKY ONE FHD","2020-11-10T00:00:00Z","40","638169","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
68,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30170?checkedby:iptvcat.com","SKY SPORTS ACTION FHD","2020-11-10T00:00:00Z","40","638225","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
68,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30170?checkedby:iptvcat.com","SKY SPORTS ACTION FHD","2020-11-10T00:00:00Z","40","638225","united kingdom","7004","fhd 2k","offline",2,"europe"
68,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30170?checkedby:iptvcat.com","SKY SPORTS ACTION FHD","2020-11-10T00:00:00Z","40","638225","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
68,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30170?checkedby:iptvcat.com","SKY SPORTS ACTION FHD","2020-11-10T00:00:00Z","40","638225","united kingdom","7004","fhd 2k","offline",4,"sport"
69,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99699?checkedby:iptvcat.com","SKY SPORTS ACTION HD","2020-11-09T00:00:00Z","100","638226","united kingdom","5020","hd","online",1,"united kingdom"
69,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99699?checkedby:iptvcat.com","SKY SPORTS ACTION HD","2020-11-09T00:00:00Z","100","638226","united kingdom","5020","hd","online",2,"europe"
69,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99699?checkedby:iptvcat.com","SKY SPORTS ACTION HD","2020-11-09T00:00:00Z","100","638226","united kingdom","5020","hd","online",3,"united_kingdom"
69,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99699?checkedby:iptvcat.com","SKY SPORTS ACTION HD","2020-11-09T00:00:00Z","100","638226","united kingdom","5020","hd","online",4,"sport"
70,"http://mains.vip:2086/craigg/1Lurn7m3F1/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","100","640793","united kingdom","7004","fhd 2k","online",1,"united kingdom"
70,"http://mains.vip:2086/craigg/1Lurn7m3F1/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","100","640793","united kingdom","7004","fhd 2k","online",2,"europe"
70,"http://mains.vip:2086/craigg/1Lurn7m3F1/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","100","640793","united kingdom","7004","fhd 2k","online",3,"united_kingdom"
70,"http://mains.vip:2086/craigg/1Lurn7m3F1/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","100","640793","united kingdom","7004","fhd 2k","online",4,"sport"
71,"http://185.232.53.5:2086/arellano/kgtL965n2Y/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","88","612933","united kingdom","3188","hd","online",1,"united kingdom"
71,"http://185.232.53.5:2086/arellano/kgtL965n2Y/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","88","612933","united kingdom","3188","hd","online",2,"europe"
71,"http://185.232.53.5:2086/arellano/kgtL965n2Y/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","88","612933","united kingdom","3188","hd","online",3,"united_kingdom"
71,"http://185.232.53.5:2086/arellano/kgtL965n2Y/85931?checkedby:iptvcat.com","SKY SPORTS ARENA","2020-11-09T00:00:00Z","88","612933","united kingdom","3188","hd","online",4,"sport"
72,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30176?checkedby:iptvcat.com","SKY SPORTS ARENA FHD","2020-11-10T00:00:00Z","40","638223","united kingdom","7004","fhd 2k","offline",1,"united kingdom"
72,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30176?checkedby:iptvcat.com","SKY SPORTS ARENA FHD","2020-11-10T00:00:00Z","40","638223","united kingdom","7004","fhd 2k","offline",2,"europe"
72,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30176?checkedby:iptvcat.com","SKY SPORTS ARENA FHD","2020-11-10T00:00:00Z","40","638223","united kingdom","7004","fhd 2k","offline",3,"united_kingdom"
72,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/30176?checkedby:iptvcat.com","SKY SPORTS ARENA FHD","2020-11-10T00:00:00Z","40","638223","united kingdom","7004","fhd 2k","offline",4,"sport"
73,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99700?checkedby:iptvcat.com","SKY SPORTS ARENA HD","2020-11-09T00:00:00Z","100","638224","united kingdom","5020","hd","online",1,"united kingdom"
73,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99700?checkedby:iptvcat.com","SKY SPORTS ARENA HD","2020-11-09T00:00:00Z","100","638224","united kingdom","5020","hd","online",2,"europe"
73,"http://primeplus.tv:8080/9fmdpS1HX64Jt1jK/GswpEYfHHZEGn6fqcDnlH/99700?checkedby:iptvcat.com","SKY SPORTS ARENA HD","2020-11-09T00:00:00Z","100","638224","united kingdom","5020","hd","online",3,"united_kingdom"
